cpcv2,description,common_name,display_name,es_name,fr_name,pt_name,ar_name,aliases,hs2012,scientific_name,per_country_aliases
R01219AJ,Leafy/Stem Vegetable,Tree spinach,Tree spinach,,,,,"['chay', 'chaya']",,Cnidoscolus aconitifolius,[]
R01219AK,Leafy/Stem Vegetable,Endive,Endive,,,,,"['frisée', 'curly endive', 'endivia', 'hindiba']",,Cichorium endivia crispum,[]
R01219AL,Leafy/Stem Vegetable,Laushak,Laushak,,,,,"['tasmania bean', 'white-flowered gourd', 'calabask', 'new guinea bean']",,Lagenaria siceraria,[]
R01219AM,Leafy/Stem Vegetable,Purslane,Purslane,,,,,"['riglah', 'pursley', 'red root', 'barbeer', 'pourpier', 'fargo', 'verdolaga', 'feraeifro', 'ghol', 'common purslane']",,Portulaca oleracea,[]
R01219AN,Aquatic vegetable,Water Spinach,Water Spinach,,,,,"['trakun', 'chinese spinach', 'chinese convolvulus', 'swamp cabbage', 'water convolvulus', 'kangkong', 'water morning glory', 'chinese watercress', 'river spinach']",,Ipomoea aquatica,[]
R01219AO,Leafy/Stem Vegetable,Greater burdock,Greater burdock,,,,,"['edible burdock', 'lampazo mayor', 'happy major', 'japanese burdock', ""beggar's buttons"", 'bardana', 'gobo', 'garduna', 'grande bardane', 'lappa', 'thorny burr']",,Arctium lappa,[]
R01219AP,Leafy/Stem Vegetable,Centella,Centella,,,,,"['asiatic pennywort', 'gotu kola']",,Centella asiatica,[]
R01219AR,Leafy/Stem Vegetable,Jews mallow leaves,Jews mallow leaves,,,,,"['west african sorrel', 'jute mallow', 'mulokhia', ""jew's mallow"", 'bush okra', 'molokhia', 'krinkrin']",,Corchorus olitorius,[]
R01219AS,Leafy/Stem Vegetable,Chipilin,Chipilin,,,,,"['chipilín', 'longbeak rattlebox', 'chepil', 'chepilin']",,Crotalaria longirostrata,[]
R01219AT,Leafy/Stem vegetable,Black nightshade,Black nightshade,,,,,"['mora', 'hierba more']",,Solanum nigrum,[]
R01219AU,Leafy/Stem Vegetable,Betel leaves,Betel leaves,,,,,['betelvine'],,Piper betle,[]
R01219AV,Leafy/Stem Vegetable,Loroco,Loroco,,,,,[],,Fernaldia pandurata,[]
R01219AW,Leafy/Stem Vegetable,Taro leaf,Taro leaf,,,,,[],,Colocasia esculentus,[]
R01219AX,Aquatic vegetable,Water hyacinth,Water hyacinth,,,,,,,Eichornia crassipes,[]
R01219AY,Aquatic vegetable,Water lily,Water lily,,,,,,,Nymphaeaceae,[]
R01219AZ,Aquatic vegetable,Lotus nut,Lotus nut,,,,,['lotus root'],,Nelumbo nucifera,[]
R01219BA,Leafy/Stem Vegetable,Molokhia,Molokhia,,,,,"['mulukhiyyah', 'tossa jute', ""jew's mallow"", 'mulukhiyah', 'nalta jute']",,Corchorus olitorius,[]
R01219BB,Other Leafy/Stem Vegetable,Celery root,Celery root,,,,,"['celeriac', 'turnip-rooted celery', 'célerirave']",,Apium graveolens var rapaceum,[]
R01219BC,Leafy/Stem Vegetable,Salsify,Salsify,,,,,,,Tragopogon,[]
R01219BD,Leafy/Stem Vegetable,Corn salad,Corn salad,,,,,,,Valerianella locusta,[]
R01219BE,Other Leafy/Stem vegetable,Rhubarb,Rhubarb,,,,,,,Rheum x hybridum,[]
R01219XX,Leafy/Stem Vegetable,Other leafy vegetables/Greens,Other leafy vegetables/Greens,,,,,[],,,[]
R01219XY,Leafy/Stem Vegetable,Other stem vegetables,Other stem vegetables,,,,,,,,[]
R0122,Melons,,Melons,,,,,[],,,[]
R01221,Melon,,Melon,Melón,Melon,Melão,,[],['0807.11'],,[]
R01221AA,Melon,Watermelon,Watermelon,,,,,"['pasteque', 'sandia', '01221', 'patilla', 'melancia']",,Citrullus lanatus,[]
R01229,Melon,Melon,Melon,Melón,Melon,Melão,,[],['0807.19'],,[]
R01229AA,Melon,Melon (unspecified),Melon (unspecified),,,,,"['01229a', 'melón', 'melão', 'cucurbitaceae']",,Cucurbitaceae spp.,[]
R01229AB,Melon,Cantaloupe,Cantaloupe,,,,,"['shahd melon', 'mushmelon', 'cucumis melo cantalupensis', 'cantalope', 'muskmelon', 'sweet melon', 'rockmelon', 'spansek']",,Cucumis melo reticulatus,[]
R01229AC,Melon,Bitter melon,Bitter melon,,,,,"['melón amargo', 'bitter gourd', 'bitter cucumber', 'bitter squash', 'cundeamor', 'balsam apple', 'cerasee', 'bitter apple', 'carilla cundeamor', 'ampalaya', 'balsam pear']",,Momordica charantia,[]
R01229AD,Melon,Wax gourd,Wax gourd,,,,,"['tallow gourd', 'white gourd', 'ash pumpkin', 'winter gourd', 'winter melon', 'ash gourd', 'chalkumra']",,Benincasa hispida,[]
R01229AE,Melon,Spiny gourd,Spiny gourd,,,,,"['spine gourd', 'teasle gourd', 'carolaho', 'kakrol', 'balsma pear', 'kantola']",,Momordica dioica,[]
R01229AF,Melon,Shahd,Shahd,,,,,,,,[]
R01229AG,Melon,Egyptian sweet melon,Egyptian sweet melon,,,,,[],,Cucumis melo cantalupensis,[]
R01229AH,Melon,Oriental Pickling Melon,Oriental Pickling Melon,,,,,,,Cucumis melo,[]
R0123,Fruit-bearing vegetable,Fruit-bearing vegetable,Fruit-bearing vegetable,Hortaliza de fruto,Légume fruitier,Vegetais com fruta,,[],,,[]
R01231,Chillies/peppers (only capsicum),,Chillies/peppers (only capsicum),Chiles/pimientos (sólo el pimiento),Piments/poivrons (seulement doux),Malaguetas/pimentos (apenas capsicum),,[],['0709.60'],,[]
R01231AB,Green Peppers,,Green Peppers,,,,,['01231a'],,,[]
R01231AA,"Chillies and peppers, green ( only capsicum, other)",Chilles and Peppers,Chilles and Peppers,,,,,"['capsicum', '01231']",,,[]
R01232,Cucumbers and gherkins,,Cucumbers and gherkins,Pepinos y pepinillos,Concombres et cornichons,Pepinos e pepinos em conserva,,[],['0707.00'],,[]
R01232AA,Cucumis sativus,Cucumber,Cucumber,,,,,"['pepino', 'concombre', 'guiso', 'cohombro']",,Cucumis sativus,[]
R01232AB,Cucumis anguria,Gherkin/Pickel,Gherkin/Pickel,,,,,"['gherkin', 'pickel', 'pepinillo', 'cornichon']",,Cucumis anguria,[]
R01232AC,Cucumis melo,Snake cucumber,Snake cucumber,,,,,"['armenian cucumber', 'snake melon', 'yard-long cucumber']",,Cucumis melo flexuosus,[]
R01232AD,Solanum muricatum,Sweet cucumber,Sweet cucumber,,,,,"['pepino dulce', 'pepino melon', 'melon pear']",,Solanum muricatum,[]
R01232AE,Cucumis sativus,Khirai cucumber,Khirai cucumber,,,,,['sikkim cucumber'],,Cucumis sativus sikkimensis,[]
R01233,Eggplants (aubergines),,Eggplants (aubergines),Berenjenas (berenjenas),Aubergines (aubergines),Beringelas,,[],['0709.30'],,[]
R01233AA,Eggplant,Eggplant,Eggplant,,,,,"['melanzana', 'berinjela', 'nasu', 'petrociana', 'brinjal', 'djagatu', 'aubergine', 'berenjena']",,Solanum melongena,[]
R01234,Tomatoes,,Tomatoes,Tomates,Tomates,Tomate,,[],['0702.00'],,[]
R01234AA,Fruit-bearing vegetable,Tomato,Tomato,,,,,"['tomate rinon', 'tomato', 'tomato (ws)', 'jitomate', '01234', 'tomate']",,Solanum lycopersicum,[]
R01234AB,Fruit-bearing vegetable,Tree tomato,Tree tomato,,,,,"['tomate de árbol', 'tamarillo', 'tomate andino', 'tamamoro', 'sachatomate', 'tomate de yuca', 'tomate serrano', 'tomate de arbol']",,Solanum betaceum,[]
R01234AC,Cocona,Cocona,Cocona,,,,,"['cocona', 'peach-tomato', 'cubiu', 'tomate chauve souris', 'topiro']",,Solanum sessiliflorum,[]
R01234AD,Tomatillo,Tomatillo,Tomatillo,,,,,"['tomate de cáscara', 'husk tomato', 'farolito', 'tomate milpero', 'tomate verde', 'mexican husk tomato', 'miltomate']",,Physalis philadelphica,"[OrderedDict([('country', 'GT'), ('product', 'R01234AD'), ('aliases', ['miltomate'])])]"
R01234AE,Physalis peruviana,Cape Gooseberry,Cape Gooseberry,,,,,"['goldenberry', 'pogapoga', 'tapotapo', 'alkékenge', 'peruvian ground cherry', 'grosella espinosa', 'uvilla', 'pichuberry', 'coqueret', 'coztomate', 'wild tomato', 'cerise de terre', 'aguaymanto']",,Physalis peruviana,[]
R01234AF,Fruit/Vegetable,Tomato (industrial),Tomato (industrial),,,,,,,Lycopersicon esculentum,[]
R01234AG,"Tomatoes, roma, large","Tomatoes (Roma, large)","Tomatoes (Roma, large)",,,,,"['paste tomato, large', 'tomate de pasta grande']",,,[]
R01234AH,"Tomatoes, roma, medium","Tomatoes (Roma, medium)","Tomatoes (Roma, medium)",,,,,"['tomate de pasta mediano', 'paste tomato, medium']",,,[]
R01235,"Pumpkins, squash and gourds",,"Pumpkins, squash and gourds",Calabazas,"Citrouilles, courges et gourdes","Abóboras, abóboras e cabaças",,[],['0709.93'],,[]
R01235AA,Cucurbita spp.,Squash (Unspecified),Squash (Unspecified),,,,,['01235a'],,Cucurbita spp.,[]
R01235AB,Cucurbita pepo,"Squash (Pumpkin, Zucchini)","Squash (Pumpkin, Zucchini)",,,,,"['scallop squash', 'pumpkin', 'abobora', 'calabaza commun', 'courgette', 'citrouille', 'yellow summer squash', 'tatume squash', 'calabacita', 'marrow', 'acorn squash', 'courge', 'crookneck squash']",,Cucurbita pepo,"[OrderedDict([('country', 'US'), ('product', 'R01235AB'), ('aliases', ['halloween pumpkin', 'jack-o lantern'])])]"
R01235AC,Lagenaria spp.,Gourd (Unspecified),Gourd (Unspecified),,,,,"['calabaza', 'gourde', 'calabash']",,Lagenaria spp.,[]
R01235AD,Lagenaria siceraria,Bottle gourd,Bottle gourd,,,,,"['bottle gourd', 'lau shak', 'upo', 'water gourd', 'bottle ground', 'bangaña']",,Lagenaria siceraria,[]
R01235AE,Cucurbita ficifolia,Lacayote,Lacayote,,,,,"['chilicote', 'courge a confiture', 'chilacayote', 'black-seed squash', 'figleaf squash', 'calabacilla amarga']",,Cucurbita ficifolia,[]
R01235AF,Luffa acutangula,Ribbed gourd,Ribbed gourd,,,,,"['jhinga', 'ridge gourd', 'angled loofah', 'pipengaille']",,Luffa acutangula,[]
R01235AG,Luffa aegyptiaca,Sponge gourd,Sponge gourd,,,,,"['vegetable sponge', 'egyptian cucumber', 'luffa fruit', 'rag gourd', 'estropajo', 'smooth luffa']",,Luffa aegyptiaca,[]
R01235AH,Sechium edule,Chayote,Chayote,,,,,"['calabaza china', 'tayota', 'chuchu', 'choko', 'guisquil', 'guatila', 'chouchou', 'mirliton squash']",,Sechium edule,"[OrderedDict([('country', 'CR'), ('product', 'R01235AH'), ('aliases', ['chayote verde', 'chayota', 'papa del moro', 'tayota'])]), OrderedDict([('country', 'JM'), ('product', 'R01235AH'), ('aliases', ['chocho'])])]"
R01235AI,Trichosanthes cucumerina,Snake gourd,Snake gourd,,,,,"['serpent gourd', 'chichinda', 'patole', 'chichinga']",,Trichosanthes cucumerina,[]
R01235AJ,Trichosanthes dioica,Pointed gourd,Pointed gourd,,,,,['patal'],,Trichosanthes dioica,[]
R01235AK,Cucurbita moschata,Butternut Squash,Butternut Squash,,,,,"['musky squash', 'zucca moscata', 'zapallo loche', 'abobora rasteira', 'courge musquee', 'winter crookneck squash', 'melon squash']",,Cucurbita moschata,"[OrderedDict([('country', 'EC'), ('product', 'R01235AK'), ('aliases', ['zapallo'])]), OrderedDict([('country', 'PE'), ('product', 'R01235AK'), ('aliases', ['zapallo', 'lacayote'])]), OrderedDict([('country', 'AR'), ('product', 'R01235AK'), ('aliases', ['calabaza'])]), OrderedDict([('country', 'CO'), ('product', 'R01235AK'), ('aliases', ['auyama'])]), OrderedDict([('country', 'VE'), ('product', 'R01235AK'), ('aliases', ['auyama'])]), OrderedDict([('country', 'MX'), ('product', 'R01235AK'), ('aliases', ['calabaza de castilla', 'tamalayote'])]), OrderedDict([('country', 'GT'), ('product', 'R01235AK'), ('aliases', ['ayote'])]), OrderedDict([('country', 'TT'), ('product', 'R01235AK'), ('aliases', ['pumpkin'])]), OrderedDict([('country', 'CR'), ('product', 'R01235AK'), ('aliases', ['calabaza kabocha', 'calabaza japonesa'])])]"
R01235AL,Gourd,Round gourd,Round gourd,,,,,"['round melon', 'apple gourd', 'indian squash']",,Praecitrullus fistulosis,[]
R01235AM,Coccinia grandis,Ivy gourd,Ivy gourd,,,,,"['tindora', 'kowai fruit', 'scarlet gourd']",,Coccinia grandis,[]
R01235AN,Cucurbita pepo,Squash blossum,Squash blossum,,,,,['flor de calabaza'],,Cucurbita pepo,[]
R01235AO,Cucurbita maxima,Giant pumpkin,Giant pumpkin,,,,,"['turban squash', 'courge turban', 'potiron', 'zucca gigante', 'calabaza grande', 'auyama', ""courge d'hiver"", 'calabaza amarilla', 'winter squash', 'grosse courge', 'japanese squash', 'abobora menina', 'giraumon']",,Cucurbita maxima,[]
R01235AP,Cucurbita maxima zapallito,Buttercup squash,Buttercup squash,,,,,"['turban squash', 'boston marrow', 'kabocha', 'courge turban', 'zapallito', 'banana squash']",,Cucurbita maxima zapallito,[]
R01235AQ,Cucurbita argyrosperma,Cushaw,Cushaw,,,,,"['chihua', 'japanese pie pumpkin', 'silver-seed gourd', 'pipian']",,Cucurbita argyrosperma,"[OrderedDict([('country', 'MX'), ('product', 'R01235AQ'), ('aliases', ['pipián'])]), OrderedDict([('country', 'NI'), ('product', 'R01235AQ'), ('aliases', ['pipián'])]), OrderedDict([('country', 'SV'), ('product', 'R01235AQ'), ('aliases', ['pipián'])]), OrderedDict([('country', 'GT'), ('product', 'R01235AQ'), ('aliases', ['pipitoria'])]), OrderedDict([('country', 'CR'), ('product', 'R01235AQ'), ('aliases', ['ayote', 'cuello largo', 'sello de oro', 'jamaiquina', 'calabaza'])])]"
R01235AR,"Pumpkins, squash and gourds",,"Pumpkins, squash and gourds",,,,,['ahuyama'],,,[]
R01239,Other fruit-bearing vegetables,,Other fruit-bearing vegetables,Otras hortalizas de fruto,Autres légumes à fruits,Outros legumes com fruta,,[],['0709.99'],,[]
R01239AA,Abelmoschus esculentus,Okras (Fresh),Okras (Fresh),,,,,"['okras', 'okara', 'gombos', 'bhindi', 'okra', 'lady`s finger', 'gombo', '01239a', 'quimbombó', 'candja', 'angú', 'ochro', 'okra (fresh)', 'bandakka', 'okura']",,Abelmoschus esculentus,[]
R01239AB,Cyclanthera pedata,Stuffing cucumber,Stuffing cucumber,,,,,"['kaywa', 'achuqcha', 'caigua', ""lady's slipper"", 'cayua', 'slipper gourd', 'caygua', 'caihua', 'sparrow gourd']",,Cyclanthera pedata,"[OrderedDict([('country', 'CO'), ('product', 'R01239AB'), ('aliases', ['pepino'])])]"
R01239AC,Okras (Dry),,Okras (Dry),,,,,['okra (dry)'],,,[]
R01239XX,Fruit-bearing Vegetables,Melons and Gourds (unspecified),Melons and Gourds (unspecified),,,,,,,,[]
R0124,Green leguminous vegetables,Vegetables (Green Leguminous),Vegetables (Green Leguminous),,,,,[],,,[]
R01241,"Beans, green",Beans (Fresh),Beans (Fresh),Frijoles (frescos),Haricots (Frais),Feijão (Fresco),,[],['0708.20'],,[]
R01241AA,Green Bean,Green bean (fresh),Green bean (fresh),,,,,"['haricots verts', '01241', 'vainita', 'snap beans', 'string beans', 'french bean', 'frijol cosechado verde']",,Phaseolus vulgaris,[]
R01241AB,"Sword bean, fresh",Sword bean,Sword bean,,,,,['jack bean'],,Canavalia,[]
R01241AC,Bean,Haba verde,Haba verde,,,,,,,Phaseolus vulgaris,[]
R01242,"Peas, green",Peas (Fresh),Peas (Fresh),Guisantes (Frescos),Petits pois (Frais),Ervilhas (Frescas),,[],['0708.10'],,[]
R01242AA,Green pea (fresh),Green pea,Green pea,,,,,"['peas, green', 'chícharo', '01242', 'arveja tierna', 'guisante verde', 'fresh pea', 'field pea', 'pois vert', 'arveja verde', 'arveja grano verde']",,Pisum sativum,[]
R01242AC,Snow pea (fresh),"Snow pea, fresh","Snow pea, fresh",,,,,"['mangetout', 'arveja china', 'snap pea', 'pisum sativum macrocarpon']",,Pisum sativum saccharatum,"[OrderedDict([('country', 'EC'), ('product', 'R01242AC'), ('aliases', ['ho lan tao', 'holantao'])]), OrderedDict([('country', 'PE'), ('product', 'R01242AC'), ('aliases', ['ho lan tao', 'holantao'])])]"
R01242AD,pea planting seed,pea planting seed,pea planting seed,,,,,,,,[]
R01249,Other green leguminous vegetables,,Other green leguminous vegetables,,,,,[],['0708.90'],,[]
R0125,"Root, bulb or tuberous vegetables",,"Root, bulb or tuberous vegetables",,,,,[],,,[]
R01251,Carrots and turnips,,Carrots and turnips,Zanahorias y nabos,Carottes et navets,Cenouras e nabos,,[],['0706.10'],,[]
R01251AA,Root/bulb/tuber,Carrots,Carrots,,,,,"['carotte', '01251a', 'carrot', 'cenoura', 'zanahoria']",,Daucus carota,[]
R01251AB,Brassica napus,Turnip,Turnip,,,,,"['brassica rapa', 'grelo', 'navet', 'nabo', 'yellow turnip']",,Brassica napus napobrassica,[]
R01251AC,Bulb vegetable,Parsnip,Parsnip,,,,,,,Pastinaca sativa,[]
R01251AD,Brassica rapa rapa,Broccoli rabe,Broccoli rabe,,,,,"['broccoli raab', 'turnip leaf', 'kale', 'grelo', 'colza', 'brassica ruvo', 'rapini']",,Brassica rapa rapa,[]
R01251AF,Brassica oleracea gonglyodes,Rutabaga,Rutabaga,,,,,"['cabbage turnip', 'neep', 'stem turnip', 'col râbano', 'choux-raves', 'kohlrabi', 'couve-râbano', 'knolhohl', 'swede']",,Brassica oleracea gonglyodes,[]
R01252,Green garlic,,Green garlic,Ajo verde,Ail vert,Alho verde,,[],['0703.20'],,[]
R01252AA,Allium sativum,Garlic (fresh),Garlic (fresh),,,,,"['alho verde', 'ail vert', 'green garlic', 'ajo verde']",,Allium sativum,[]
R01252AB,Allium sativum,Garlic (dry),Garlic (dry),,,,,"['garlic bulb', 'rasun', ""aglio d'india"", 'ail cultivé', 'cultivated garlic', 'alho seco', 'ail blanc', 'ail rocambole', 'ajo seco', 'ail sec']",,Allium sativum,[]
R01253,"Onions, family",,"Onions, family","Cebollas, familia","Oignons, famille","Cebolas, família",,['onion family'],['0703.10'],,[]
R01253AA,"Onion, unspecified",Onions,Onions,,,,,"[""semilles d'oignon"", 'onion (ws)', 'cebolla seca', 'onion', 'cebolla roja', 'semilla de cebolla', 'oignon', 'cebola', 'cebolla', 'cebolla blanca', 'onion seed for planting', 'cebolla de cabeza', '01253', 'cebolla amarilla', 'red onion', 'cebolla cabezona']",[],Allium cepa,"[OrderedDict([('country', 'SD'), ('product', 'R01253AA'), ('aliases', ['Red Onion'])])]"
R01253AB,Onion,Scallion,Scallion,,,,,"['spring onion', 'cebolleta', 'green onion', 'welsh onion', 'escallion', 'oignon vert']",,Allium fistulosum,[]
R01253AC,Onion,Shallots,Shallots,,,,,"['chive', 'allium cepa aggregatum', 'echalote', 'allium cepa ascalonicum', 'garden onion', 'allium oschaninii', 'cebolla en rama']",,Allium cepa,[]
R01253AD,Onion,Chive,Chive,,,,,"['ciboulette', 'cebollino comun', 'ezo-negi', 'civette', 'cebolleta', 'wild chive', 'cebolinha-francesa', 'cipollina']",,Allium schoenoprasum,[]
R01253AE,Onion,Chinese onion,Chinese onion,,,,,"['kiangsi scallion', 'oriental onion', 'japanese scallion', 'long green onion', 'rakkyo', 'cebolla china', 'chinese scallion']",,Allium chinense,[]
R01253AF,Onion family,Seed onion,Seed onion,,,,,,,Allium,[]
R01253AG,Onion,Onion (non-white),Onion (non-white),,,,,,,Allium cepa,[]
R01253AH,Onion,Onion (fresh),Onion (fresh),,,,,"['cebolla seca, blanca, mediana, de pri']",,Allium cepa,[]
R01253AI,"Onion, fresh, with stem","Onion (fresh, with stem)","Onion (fresh, with stem)",,,,,,,,[]
R01253AJ,"Onion, fresh, without stem","Onion (fresh, without stem)","Onion (fresh, without stem)",,,,,,,,[]
R01254,Leeks and other alliaceous vegetables,,Leeks and other alliaceous vegetables,Puerros y otras hortalizas aliáceas,Poireaux et autres légumes alliacés,Alho-porro e outros legumes aliáceos,,[],['0703.90'],,[]
R01254AA,Leeks,Leeks,Leeks,,,,,"['puerro', 'poro', 'puerro silvestre', 'poireaux', 'allium (save2)', 'poireau']",,Allium ampeloprasum,[]
R01259,"Other root, bulb and tuberous vegetables, n.e.c.",,"Other root, bulb and tuberous vegetables, n.e.c.","Otras raíces, bulbos y tubérculos, n.c.o.p.","Autres légumes-racines, bulbes et tubercules, n.c.a.","Outras raízes, bolbos e vegetais tuberosos, n.e.c.",,[],['0706.90'],,[]
R01259AA,Beta vulgaris,Beet,Beet,,,,,"['red beet', 'acelga', 'beet root', 'betarraga', 'garden beet', 'remolacha', '01259a', 'betabel']",,Beta vulgaris,[]
R01259AB,Garlic,Garlic,Garlic,,,,,['move to r01252ab'],,,[]
R01259AC,Raphanus raphanistrum sativus,Radish,Radish,,,,,"['rabano', 'daikon', 'redish', 'radis', 'white radish', 'rábano', 'rabanito', 'daikon radish', 'red radish']",,Raphanus raphanistrum sativus,[]
R01259AD,Smallanthus sonchifolius,Yacon,Yacon,,,,,"['yacon', 'yacón', 'peruvian ground apple']",,Smallanthus sonchifolius,"[OrderedDict([('country', 'EC'), ('product', 'R01259AD'), ('aliases', ['jicama'])])]"
R01259AE,Root/Tuber Vegetable,Bamboo shoot,Bamboo shoot,,,,,['phyllostachys edulis'],,Bambusa vulgaris,[]
R01259AF,Lepidiyum meyenii,Peruvian ginseng,Peruvian ginseng,,,,,"['maca', 'maca-maca', 'maino', 'ayak chichira']",,Lepidiyum meyenii,[]
R01259AG,cube or barbasco,cube or barbasco,cube or barbasco,,,,,,,Lonchocarpus urucu,[]
R01259XX,Root/tuber Vegetable,Other root/tuber vegetable (unspecified),Other root/tuber vegetable (unspecified),,,,,,,,[]
R0126,"Vegetable seeds, except beet seeds",,"Vegetable seeds, except beet seeds",,,,,[],,,[]
R01260,Vegetable seeds,,Vegetable seeds,Semillas de hortalizas,Graines de légumes,Sementes de hortícolas,,[],['1209.91'],,[]
R01260AA,Vegetable seeds,Squash and Melon seeds,Squash and Melon seeds,,,,,,,Cucurbitaceae,[]
R01260AD,Seed,Lotus seed,Lotus seed,,,,,"['foxseed', 'makhana', 'phool makhana', 'gorgon', 'euryale']",,Euryale ferox,[]
R0127,Mushroom/Truffle,,Mushroom/Truffle,,,,,[],,,[]
R01270,Mushroom/Truffle,,Mushroom/Truffle,Hongo/Trufa,Champignon/Truffe,Cogumelo/Trufa,,[],"['0709.59', '0709.51']",,[]
R01270AA,Mushroom,Champignon,Champignon,,,,,"['champiñones', 'champiñon', 'champignon', 'champignons', 'hongos', 'volvariella', 'pleurotus', 'hongo', 'seta']",,Agaricus bisporus,[]
R01270AB,Mushroom,Specialty mushrooms,Specialty mushrooms,,,,,,,Agaricus,[]
